DATE,CreditSpread,VIX,USREC
2018-03-27,1.16,22.5,0.0
2018-03-28,1.16,22.87,0.0
2018-03-29,1.16,19.97,0.0
2018-03-30,1.16,19.97,0.0
2018-04-02,1.17,23.62,0.0
2018-04-03,1.16,21.1,0.0
2018-04-04,1.16,20.06,0.0
2018-04-05,1.14,18.94,0.0
2018-04-06,1.14,21.49,0.0
2018-04-09,1.14,21.77,0.0
2018-04-10,1.13,20.47,0.0
2018-04-11,1.13,20.24,0.0
2018-04-12,1.12,18.49,0.0
2018-04-13,1.11,17.41,0.0
2018-04-16,1.11,16.56,0.0
2018-04-17,1.1,15.25,0.0
2018-04-18,1.1,15.6,0.0
2018-04-19,1.1,15.96,0.0
2018-04-20,1.1,16.88,0.0
2018-04-23,1.11,16.34,0.0
2018-04-24,1.11,18.02,0.0
2018-04-25,1.11,17.84,0.0
2018-04-26,1.12,16.24,0.0
2018-04-27,1.12,15.41,0.0
2018-04-30,1.14,15.93,0.0
2018-05-01,1.15,15.49,0.0
2018-05-02,1.15,15.97,0.0
2018-05-03,1.16,15.9,0.0
2018-05-04,1.17,14.77,0.0
2018-05-07,1.17,14.75,0.0
2018-05-08,1.17,14.71,0.0
2018-05-09,1.17,13.42,0.0
2018-05-10,1.16,13.23,0.0
2018-05-11,1.15,12.65,0.0
2018-05-14,1.14,12.93,0.0
2018-05-15,1.14,14.63,0.0
2018-05-16,1.14,13.42,0.0
2018-05-17,1.14,13.43,0.0
2018-05-18,1.14,13.42,0.0
2018-05-21,1.14,13.08,0.0
2018-05-22,1.14,13.22,0.0
2018-05-23,1.15,12.58,0.0
2018-05-24,1.15,12.53,0.0
2018-05-25,1.16,13.22,0.0
2018-05-28,1.16,13.22,0.0
2018-05-29,1.2,17.02,0.0
2018-05-30,1.2,14.94,0.0
2018-05-31,1.22,15.43,0.0
2018-06-01,1.21,13.46,0.0
2018-06-04,1.2,12.74,0.0
2018-06-05,1.21,12.4,0.0
2018-06-06,1.21,11.64,0.0
2018-06-07,1.21,12.13,0.0
2018-06-08,1.22,12.18,0.0
2018-06-11,1.22,12.35,0.0
2018-06-12,1.22,12.34,0.0
2018-06-13,1.21,12.94,0.0
2018-06-14,1.21,12.12,0.0
2018-06-15,1.21,11.98,0.0
2018-06-18,1.22,12.31,0.0
2018-06-19,1.24,13.35,0.0
2018-06-20,1.24,12.79,0.0
2018-06-21,1.27,14.64,0.0
2018-06-22,1.27,13.77,0.0
2018-06-25,1.29,17.33,0.0
2018-06-26,1.29,15.92,0.0
2018-06-27,1.29,17.91,0.0
2018-06-28,1.3,16.85,0.0
2018-06-29,1.29,16.09,0.0
2018-07-02,1.3,15.6,0.0
2018-07-03,1.3,16.14,0.0
2018-07-04,1.3,16.14,0.0
2018-07-05,1.29,14.97,0.0
2018-07-06,1.28,13.37,0.0
2018-07-09,1.27,12.69,0.0
2018-07-10,1.25,12.64,0.0
2018-07-11,1.25,13.63,0.0
2018-07-12,1.25,12.58,0.0
2018-07-13,1.24,12.18,0.0
2018-07-16,1.23,12.83,0.0
2018-07-17,1.23,12.06,0.0
2018-07-18,1.23,12.1,0.0
2018-07-19,1.23,12.87,0.0
2018-07-20,1.22,12.86,0.0
2018-07-23,1.21,12.62,0.0
2018-07-24,1.2,12.41,0.0
2018-07-25,1.19,12.29,0.0
2018-07-26,1.17,12.14,0.0
2018-07-27,1.16,13.03,0.0
2018-07-30,1.16,14.26,0.0
2018-07-31,1.16,12.83,0.0
2018-08-01,1.16,13.15,0.0
2018-08-02,1.16,12.19,0.0
2018-08-03,1.15,11.64,0.0
2018-08-06,1.15,11.27,0.0
2018-08-07,1.14,10.93,0.0
2018-08-08,1.15,10.85,0.0
2018-08-09,1.16,11.27,0.0
2018-08-10,1.18,13.16,0.0
2018-08-13,1.19,14.78,0.0
2018-08-14,1.19,13.31,0.0
2018-08-15,1.2,14.64,0.0
2018-08-16,1.19,13.45,0.0
2018-08-17,1.18,12.64,0.0
2018-08-20,1.19,12.49,0.0
2018-08-21,1.18,12.86,0.0
2018-08-22,1.19,12.25,0.0
2018-08-23,1.19,12.41,0.0
2018-08-24,1.19,11.99,0.0
2018-08-27,1.19,12.16,0.0
2018-08-28,1.18,12.5,0.0
2018-08-29,1.18,12.25,0.0
2018-08-30,1.19,13.53,0.0
2018-08-31,1.21,12.86,0.0
2018-09-03,1.21,12.86,0.0
2018-09-04,1.21,13.16,0.0
2018-09-05,1.21,13.91,0.0
2018-09-06,1.21,14.65,0.0
2018-09-07,1.2,14.88,0.0
2018-09-10,1.2,14.16,0.0
2018-09-11,1.19,13.22,0.0
2018-09-12,1.18,13.14,0.0
2018-09-13,1.17,12.37,0.0
2018-09-14,1.16,12.07,0.0
2018-09-17,1.15,13.68,0.0
2018-09-18,1.15,12.79,0.0
2018-09-19,1.14,11.75,0.0
2018-09-20,1.13,11.8,0.0
2018-09-21,1.13,11.68,0.0
2018-09-24,1.13,12.2,0.0
2018-09-25,1.12,12.42,0.0
2018-09-26,1.12,12.89,0.0
2018-09-27,1.12,12.41,0.0
2018-09-28,1.11,12.12,0.0
2018-10-01,1.13,12.0,0.0
2018-10-02,1.13,12.05,0.0
2018-10-03,1.11,11.61,0.0
2018-10-04,1.12,14.22,0.0
2018-10-05,1.13,14.82,0.0
2018-10-08,1.13,15.69,0.0
2018-10-09,1.13,15.95,0.0
2018-10-10,1.13,22.96,0.0
2018-10-11,1.16,24.98,0.0
2018-10-12,1.16,21.31,0.0
2018-10-15,1.15,21.3,0.0
2018-10-16,1.16,17.62,0.0
2018-10-17,1.16,17.4,0.0
2018-10-18,1.17,20.06,0.0
2018-10-19,1.17,19.89,0.0
2018-10-22,1.18,19.64,0.0
2018-10-23,1.2,20.71,0.0
2018-10-24,1.19,25.23,0.0
2018-10-25,1.22,24.22,0.0
2018-10-26,1.23,24.16,0.0
2018-10-29,1.23,24.7,0.0
2018-10-30,1.25,23.35,0.0
2018-10-31,1.25,21.23,0.0
2018-11-01,1.26,19.34,0.0
2018-11-02,1.24,19.51,0.0
2018-11-05,1.25,19.96,0.0
2018-11-06,1.23,19.91,0.0
2018-11-07,1.22,16.36,0.0
2018-11-08,1.22,16.72,0.0
2018-11-09,1.23,17.36,0.0
2018-11-12,1.23,20.45,0.0
2018-11-13,1.26,20.02,0.0
2018-11-14,1.29,21.25,0.0
2018-11-15,1.33,19.98,0.0
2018-11-16,1.34,18.14,0.0
2018-11-19,1.36,20.1,0.0
2018-11-20,1.39,22.48,0.0
2018-11-21,1.38,20.8,0.0
2018-11-22,1.38,20.8,0.0
2018-11-23,1.38,21.52,0.0
2018-11-26,1.38,18.9,0.0
2018-11-27,1.4,19.02,0.0
2018-11-28,1.41,18.49,0.0
2018-11-29,1.42,18.79,0.0
2018-11-30,1.45,18.07,0.0
2018-12-03,1.44,16.44,0.0
2018-12-04,1.46,20.74,0.0
2018-12-05,1.46,20.74,0.0
2018-12-06,1.51,21.19,0.0
2018-12-07,1.51,23.23,0.0
2018-12-10,1.52,22.64,0.0
2018-12-11,1.51,21.76,0.0
2018-12-12,1.5,21.46,0.0
2018-12-13,1.48,20.65,0.0
2018-12-14,1.48,21.63,0.0
2018-12-17,1.48,24.52,0.0
2018-12-18,1.49,25.58,0.0
2018-12-19,1.49,25.58,0.0
2018-12-20,1.52,28.38,0.0
2018-12-21,1.54,30.11,0.0
2018-12-24,1.55,36.07,0.0
2018-12-25,1.55,36.07,0.0
2018-12-26,1.56,30.41,0.0
2018-12-27,1.57,29.96,0.0
2018-12-28,1.58,28.34,0.0
2018-12-31,1.59,25.42,0.0
2019-01-01,1.59,25.42,0.0
2019-01-02,1.6,23.22,0.0
2019-01-03,1.63,25.45,0.0
2019-01-04,1.62,21.38,0.0
2019-01-07,1.6,21.4,0.0
2019-01-08,1.58,20.47,0.0
2019-01-09,1.56,19.98,0.0
2019-01-10,1.55,19.5,0.0
2019-01-11,1.54,18.19,0.0
2019-01-14,1.54,19.07,0.0
2019-01-15,1.54,18.6,0.0
2019-01-16,1.52,19.04,0.0
2019-01-17,1.5,18.06,0.0
2019-01-18,1.46,17.8,0.0
2019-01-21,1.46,17.8,0.0
2019-01-22,1.46,20.8,0.0
2019-01-23,1.44,19.52,0.0
2019-01-24,1.43,18.89,0.0
2019-01-25,1.4,17.42,0.0
2019-01-28,1.4,18.87,0.0
2019-01-29,1.39,19.13,0.0
2019-01-30,1.39,17.66,0.0
2019-01-31,1.38,16.57,0.0
2019-02-01,1.36,16.14,0.0
2019-02-04,1.34,15.73,0.0
2019-02-05,1.33,15.57,0.0
2019-02-06,1.32,15.38,0.0
2019-02-07,1.34,16.37,0.0
2019-02-08,1.34,15.72,0.0
2019-02-11,1.34,15.97,0.0
2019-02-12,1.33,15.43,0.0
2019-02-13,1.32,15.65,0.0
2019-02-14,1.33,16.22,0.0
2019-02-15,1.32,14.91,0.0
2019-02-18,1.32,14.91,0.0
2019-02-19,1.32,14.88,0.0
2019-02-20,1.32,14.02,0.0
2019-02-21,1.32,14.46,0.0
2019-02-22,1.32,13.51,0.0
2019-02-25,1.31,14.85,0.0
2019-02-26,1.31,15.17,0.0
2019-02-27,1.3,14.7,0.0
2019-02-28,1.29,14.78,0.0
2019-03-01,1.28,13.57,0.0
2019-03-04,1.27,14.63,0.0
2019-03-05,1.27,14.74,0.0
2019-03-06,1.28,15.74,0.0
2019-03-07,1.29,16.59,0.0
2019-03-08,1.29,16.05,0.0
2019-03-11,1.29,14.33,0.0
2019-03-12,1.28,13.77,0.0
2019-03-13,1.28,13.41,0.0
2019-03-14,1.27,13.5,0.0
2019-03-15,1.26,12.88,0.0
2019-03-18,1.26,13.1,0.0
2019-03-19,1.25,13.56,0.0
2019-03-20,1.26,13.91,0.0
2019-03-21,1.25,13.63,0.0
2019-03-22,1.25,16.48,0.0
2019-03-25,1.25,16.33,0.0
2019-03-26,1.25,14.68,0.0
2019-03-27,1.25,15.15,0.0
2019-03-28,1.25,14.43,0.0
2019-03-29,1.25,13.71,0.0
2019-04-01,1.25,13.4,0.0
2019-04-02,1.25,13.36,0.0
2019-04-03,1.24,13.74,0.0
2019-04-04,1.24,13.58,0.0
2019-04-05,1.23,12.82,0.0
2019-04-08,1.22,13.18,0.0
2019-04-09,1.22,14.28,0.0
2019-04-10,1.21,13.3,0.0
2019-04-11,1.2,13.02,0.0
2019-04-12,1.18,12.01,0.0
2019-04-15,1.17,12.32,0.0
2019-04-16,1.16,12.18,0.0
2019-04-17,1.16,12.6,0.0
2019-04-18,1.17,12.09,0.0
2019-04-19,1.17,12.09,0.0
2019-04-22,1.17,12.42,0.0
2019-04-23,1.17,12.28,0.0
2019-04-24,1.17,13.14,0.0
2019-04-25,1.17,13.25,0.0
2019-04-26,1.17,12.73,0.0
2019-04-29,1.16,13.11,0.0
2019-04-30,1.17,13.12,0.0
2019-05-01,1.17,14.8,0.0
2019-05-02,1.18,14.42,0.0
2019-05-03,1.18,12.87,0.0
2019-05-06,1.18,15.44,0.0
2019-05-07,1.19,19.32,0.0
2019-05-08,1.2,19.4,0.0
2019-05-09,1.22,19.1,0.0
2019-05-10,1.22,16.04,0.0
2019-05-13,1.24,20.55,0.0
2019-05-14,1.24,18.06,0.0
2019-05-15,1.24,16.44,0.0
2019-05-16,1.24,15.29,0.0
2019-05-17,1.24,15.96,0.0
2019-05-20,1.24,16.31,0.0
2019-05-21,1.24,14.95,0.0
2019-05-22,1.25,14.75,0.0
2019-05-23,1.28,16.92,0.0
2019-05-24,1.27,15.85,0.0
2019-05-27,1.27,15.85,0.0
2019-05-28,1.29,17.5,0.0
2019-05-29,1.32,17.9,0.0
2019-05-30,1.31,17.3,0.0
2019-05-31,1.35,18.71,0.0
2019-06-03,1.36,18.86,0.0
2019-06-04,1.35,16.97,0.0
2019-06-05,1.34,16.09,0.0
2019-06-06,1.34,15.93,0.0
2019-06-07,1.34,16.3,0.0
2019-06-10,1.32,15.94,0.0
2019-06-11,1.32,15.99,0.0
2019-06-12,1.32,15.91,0.0
2019-06-13,1.32,15.82,0.0
2019-06-14,1.32,15.28,0.0
2019-06-17,1.32,15.35,0.0
2019-06-18,1.3,15.15,0.0
2019-06-19,1.3,14.33,0.0
2019-06-20,1.28,14.75,0.0
2019-06-21,1.25,15.4,0.0
2019-06-24,1.23,15.26,0.0
2019-06-25,1.24,16.28,0.0
2019-06-26,1.23,16.21,0.0
2019-06-27,1.23,15.82,0.0
2019-06-28,1.22,15.08,0.0
2019-07-01,1.21,14.06,0.0
2019-07-02,1.2,12.93,0.0
2019-07-03,1.2,12.57,0.0
2019-07-04,1.2,12.57,0.0
2019-07-05,1.19,13.28,0.0
2019-07-08,1.19,13.96,0.0
2019-07-09,1.2,14.09,0.0
2019-07-10,1.2,13.03,0.0
2019-07-11,1.19,12.93,0.0
2019-07-12,1.18,12.39,0.0
2019-07-15,1.18,12.68,0.0
2019-07-16,1.18,12.86,0.0
2019-07-17,1.18,13.97,0.0
2019-07-18,1.19,13.53,0.0
2019-07-19,1.18,14.45,0.0
2019-07-22,1.17,13.53,0.0
2019-07-23,1.16,12.61,0.0
2019-07-24,1.16,12.07,0.0
2019-07-25,1.15,12.74,0.0
2019-07-26,1.14,12.16,0.0
2019-07-29,1.13,12.83,0.0
2019-07-30,1.14,13.94,0.0
2019-07-31,1.14,16.12,0.0
2019-08-01,1.17,17.87,0.0
2019-08-02,1.19,17.61,0.0
2019-08-05,1.24,24.59,0.0
2019-08-06,1.25,20.17,0.0
2019-08-07,1.27,19.49,0.0
2019-08-08,1.26,16.91,0.0
2019-08-09,1.26,17.97,0.0
2019-08-12,1.27,21.09,0.0
2019-08-13,1.26,17.52,0.0
2019-08-14,1.29,22.1,0.0
2019-08-15,1.31,21.18,0.0
2019-08-16,1.31,18.47,0.0
2019-08-19,1.29,16.88,0.0
2019-08-20,1.28,17.5,0.0
2019-08-21,1.26,15.8,0.0
2019-08-22,1.25,16.68,0.0
2019-08-23,1.25,19.87,0.0
2019-08-26,1.25,19.32,0.0
2019-08-27,1.25,20.31,0.0
2019-08-28,1.26,19.35,0.0
2019-08-29,1.26,17.88,0.0
2019-08-30,1.25,18.98,0.0
2019-09-02,1.26,18.98,0.0
2019-09-03,1.27,19.66,0.0
2019-09-04,1.27,17.33,0.0
2019-09-05,1.26,16.27,0.0
2019-09-06,1.26,15.0,0.0
2019-09-09,1.25,15.27,0.0
2019-09-10,1.25,15.2,0.0
2019-09-11,1.24,14.61,0.0
2019-09-12,1.22,14.22,0.0
2019-09-13,1.21,13.74,0.0
2019-09-16,1.21,14.67,0.0
2019-09-17,1.21,14.44,0.0
2019-09-18,1.2,13.95,0.0
2019-09-19,1.19,14.05,0.0
2019-09-20,1.19,15.32,0.0
2019-09-23,1.19,14.91,0.0
2019-09-24,1.2,17.05,0.0
2019-09-25,1.2,15.96,0.0
2019-09-26,1.2,16.07,0.0
2019-09-27,1.21,17.22,0.0
2019-09-30,1.22,16.24,0.0
2019-10-01,1.22,18.56,0.0
2019-10-02,1.25,20.56,0.0
2019-10-03,1.26,19.12,0.0
2019-10-04,1.26,17.04,0.0
2019-10-07,1.25,17.86,0.0
2019-10-08,1.26,20.28,0.0
2019-10-09,1.25,18.64,0.0
2019-10-10,1.25,17.57,0.0
2019-10-11,1.22,15.58,0.0
2019-10-14,1.22,14.57,0.0
2019-10-15,1.2,13.54,0.0
2019-10-16,1.2,13.68,0.0
2019-10-17,1.19,13.79,0.0
2019-10-18,1.18,14.25,0.0
2019-10-21,1.17,14.0,0.0
2019-10-22,1.16,14.46,0.0
2019-10-23,1.17,14.01,0.0
2019-10-24,1.16,13.71,0.0
2019-10-25,1.14,12.65,0.0
2019-10-28,1.13,13.11,0.0
2019-10-29,1.13,13.2,0.0
2019-10-30,1.14,12.33,0.0
2019-10-31,1.17,13.22,0.0
2019-11-01,1.16,12.3,0.0
2019-11-04,1.15,12.83,0.0
2019-11-05,1.13,13.1,0.0
2019-11-06,1.13,12.62,0.0
2019-11-07,1.11,12.73,0.0
2019-11-08,1.11,12.07,0.0
2019-11-11,1.11,12.69,0.0
2019-11-12,1.11,12.68,0.0
2019-11-13,1.12,13.0,0.0
2019-11-14,1.13,13.05,0.0
2019-11-15,1.12,12.05,0.0
2019-11-18,1.12,12.46,0.0
2019-11-19,1.12,12.86,0.0
2019-11-20,1.13,12.78,0.0
2019-11-21,1.14,13.13,0.0
2019-11-22,1.13,12.34,0.0
2019-11-25,1.12,11.87,0.0
2019-11-26,1.12,11.54,0.0
2019-11-27,1.11,11.75,0.0
2019-11-28,1.11,11.75,0.0
2019-11-29,1.11,12.62,0.0
2019-12-02,1.11,14.91,0.0
2019-12-03,1.13,15.96,0.0
2019-12-04,1.11,14.8,0.0
2019-12-05,1.1,14.52,0.0
2019-12-06,1.09,13.62,0.0
2019-12-09,1.08,15.86,0.0
2019-12-10,1.07,15.68,0.0
2019-12-11,1.07,14.99,0.0
2019-12-12,1.06,13.94,0.0
2019-12-13,1.05,12.63,0.0
2019-12-16,1.04,12.14,0.0
2019-12-17,1.03,12.29,0.0
2019-12-18,1.02,12.58,0.0
2019-12-19,1.01,12.5,0.0
2019-12-20,1.01,12.51,0.0
2019-12-23,1.01,12.61,0.0
2019-12-24,1.0,12.67,0.0
2019-12-25,1.0,12.67,0.0
2019-12-26,1.0,12.65,0.0
2019-12-27,1.0,13.43,0.0
2019-12-30,1.0,14.82,0.0
2019-12-31,1.01,13.78,0.0
2020-01-01,1.01,13.78,0.0
2020-01-02,1.01,12.47,0.0
2020-01-03,1.03,14.02,0.0
2020-01-06,1.03,13.85,0.0
2020-01-07,1.04,13.79,0.0
2020-01-08,1.03,13.45,0.0
2020-01-09,1.02,12.54,0.0
2020-01-10,1.01,12.56,0.0
2020-01-13,1.01,12.32,0.0
2020-01-14,1.02,12.39,0.0
2020-01-15,1.02,12.42,0.0
2020-01-16,1.01,12.32,0.0
2020-01-17,0.99,12.1,0.0
2020-01-20,0.99,12.1,0.0
2020-01-21,0.99,12.85,0.0
2020-01-22,0.99,12.91,0.0
2020-01-23,1.0,12.98,0.0
2020-01-24,1.01,14.56,0.0
2020-01-27,1.04,18.23,0.0
2020-01-28,1.04,16.28,0.0
2020-01-29,1.04,16.39,0.0
2020-01-30,1.06,15.49,0.0
2020-01-31,1.09,18.84,0.0
2020-02-03,1.08,17.97,0.0
2020-02-04,1.06,16.05,0.0
2020-02-05,1.05,15.15,0.0
2020-02-06,1.03,14.96,0.0
2020-02-07,1.04,15.47,0.0
2020-02-10,1.04,15.04,0.0
2020-02-11,1.04,15.18,0.0
2020-02-12,1.02,13.74,0.0
2020-02-13,1.02,14.15,0.0
2020-02-14,1.02,13.68,0.0
2020-02-17,1.02,13.68,0.0
2020-02-18,1.02,14.83,0.0
2020-02-19,1.02,14.38,0.0
2020-02-20,1.04,15.56,0.0
2020-02-21,1.05,17.08,0.0
2020-02-24,1.1,25.03,0.0
2020-02-25,1.13,27.85,0.0
2020-02-26,1.15,27.56,0.0
2020-02-27,1.21,39.16,0.0
2020-02-28,1.31,40.11,0.0
2020-03-02,1.33,33.42,0.0
2020-03-03,1.32,36.82,0.0
2020-03-04,1.32,31.99,0.0
2020-03-05,1.35,39.62,0.0
2020-03-06,1.49,41.94,0.0
2020-03-09,1.88,54.46,0.0
2020-03-10,1.87,47.3,0.0
2020-03-11,1.96,53.9,0.0
2020-03-12,2.22,75.47,0.0
2020-03-13,2.29,57.83,0.0
2020-03-16,2.55,82.69,0.0
2020-03-17,2.72,75.91,0.0
2020-03-18,3.03,76.45,0.0
2020-03-19,3.51,72.0,0.0
2020-03-20,3.87,66.04,0.0
2020-03-23,4.01,61.59,0.0
2020-03-24,3.82,61.67,0.0
2020-03-25,3.54,63.95,0.0
2020-03-26,3.33,61.0,0.0
2020-03-27,3.24,65.54,0.0
2020-03-30,3.15,57.08,0.0
2020-03-31,3.05,53.54,0.0
2020-04-01,3.05,57.06,1.0
2020-04-02,3.06,50.91,1.0
2020-04-03,3.08,46.8,1.0
2020-04-06,3.03,45.24,1.0
2020-04-07,2.92,46.7,1.0
2020-04-08,2.83,43.35,1.0
2020-04-09,2.61,41.67,1.0
2020-04-10,2.61,41.67,1.0
2020-04-13,2.46,41.17,1.0
2020-04-14,2.35,37.76,1.0
2020-04-15,2.38,40.84,1.0
2020-04-16,2.36,40.11,1.0
2020-04-17,2.34,38.15,1.0
2020-04-20,2.36,43.83,1.0
2020-04-21,2.41,45.41,1.0
2020-04-22,2.39,41.98,1.0
2020-04-23,2.36,41.38,1.0
2020-04-24,2.36,35.93,1.0
2020-04-27,2.34,33.29,1.0
2020-04-28,2.34,33.57,1.0
2020-04-29,2.31,31.23,1.0
2020-04-30,2.17,34.15,1.0
2020-05-01,2.18,37.19,0.0
2020-05-04,2.2,35.97,0.0
2020-05-05,2.18,33.61,0.0
2020-05-06,2.18,34.12,0.0
2020-05-07,2.21,31.44,0.0
2020-05-08,2.22,27.98,0.0
2020-05-11,2.23,27.57,0.0
2020-05-12,2.22,33.04,0.0
2020-05-13,2.21,35.28,0.0
2020-05-14,2.21,32.61,0.0
2020-05-15,2.2,31.89,0.0
2020-05-18,2.12,29.3,0.0
2020-05-19,2.06,30.53,0.0
2020-05-20,2.01,27.99,0.0
2020-05-21,1.98,29.53,0.0
2020-05-22,1.97,28.16,0.0
2020-05-25,1.96,28.16,0.0
2020-05-26,1.92,28.01,0.0
2020-05-27,1.9,27.62,0.0
2020-05-28,1.87,28.59,0.0
2020-05-29,1.85,27.51,0.0
2020-06-01,1.85,28.23,0.0
2020-06-02,1.81,26.84,0.0
2020-06-03,1.74,25.66,0.0
2020-06-04,1.7,25.81,0.0
2020-06-05,1.6,24.52,0.0
2020-06-08,1.56,25.81,0.0
2020-06-09,1.59,27.57,0.0
2020-06-10,1.61,27.57,0.0
2020-06-11,1.7,40.79,0.0
2020-06-12,1.69,36.09,0.0
2020-06-15,1.7,34.4,0.0
2020-06-16,1.58,33.67,0.0
2020-06-17,1.57,33.47,0.0
2020-06-18,1.58,32.94,0.0
2020-06-19,1.57,35.12,0.0
2020-06-22,1.57,31.77,0.0
2020-06-23,1.56,31.37,0.0
2020-06-24,1.6,33.84,0.0
2020-06-25,1.61,32.22,0.0
2020-06-26,1.62,34.73,0.0
2020-06-29,1.62,31.78,0.0
2020-06-30,1.6,30.43,0.0
2020-07-01,1.58,28.62,0.0
2020-07-02,1.54,27.68,0.0
2020-07-03,1.54,27.68,0.0
2020-07-06,1.51,27.94,0.0
2020-07-07,1.51,29.43,0.0
2020-07-08,1.51,28.08,0.0
2020-07-09,1.52,29.26,0.0
2020-07-10,1.52,27.29,0.0
2020-07-13,1.5,32.19,0.0
2020-07-14,1.5,29.52,0.0
2020-07-15,1.48,27.76,0.0
2020-07-16,1.47,28.0,0.0
2020-07-17,1.46,25.68,0.0
2020-07-20,1.44,24.46,0.0
2020-07-21,1.41,24.84,0.0
2020-07-22,1.39,24.32,0.0
2020-07-23,1.39,26.08,0.0
2020-07-24,1.39,25.84,0.0
2020-07-27,1.39,24.74,0.0
2020-07-28,1.4,25.44,0.0
2020-07-29,1.4,24.1,0.0
2020-07-30,1.41,24.76,0.0
2020-07-31,1.41,24.46,0.0
2020-08-03,1.4,24.28,0.0
2020-08-04,1.4,23.76,0.0
2020-08-05,1.37,22.99,0.0
2020-08-06,1.36,22.65,0.0
2020-08-07,1.35,22.21,0.0
2020-08-10,1.34,22.13,0.0
2020-08-11,1.33,24.03,0.0
2020-08-12,1.33,22.28,0.0
2020-08-13,1.34,22.13,0.0
2020-08-14,1.35,22.05,0.0
2020-08-17,1.36,21.35,0.0
2020-08-18,1.37,21.51,0.0
2020-08-19,1.37,22.54,0.0
2020-08-20,1.38,22.72,0.0
2020-08-21,1.38,22.54,0.0
2020-08-24,1.37,22.37,0.0
2020-08-25,1.37,22.03,0.0
2020-08-26,1.37,23.27,0.0
2020-08-27,1.38,24.47,0.0
2020-08-28,1.37,22.96,0.0
2020-08-31,1.36,26.41,0.0
2020-09-01,1.35,26.12,0.0
2020-09-02,1.34,26.57,0.0
2020-09-03,1.35,33.6,0.0
2020-09-04,1.35,30.75,0.0
2020-09-07,1.35,30.75,0.0
2020-09-08,1.37,31.46,0.0
2020-09-09,1.37,28.81,0.0
2020-09-10,1.37,29.71,0.0
2020-09-11,1.37,26.87,0.0
2020-09-14,1.36,25.85,0.0
2020-09-15,1.36,25.59,0.0
2020-09-16,1.35,26.04,0.0
2020-09-17,1.35,26.46,0.0
2020-09-18,1.35,25.83,0.0
2020-09-21,1.37,27.78,0.0
2020-09-22,1.37,26.86,0.0
2020-09-23,1.39,28.58,0.0
2020-09-24,1.43,28.51,0.0
2020-09-25,1.46,26.38,0.0
2020-09-28,1.45,26.19,0.0
2020-09-29,1.44,26.27,0.0
2020-09-30,1.44,26.37,0.0
2020-10-01,1.43,26.7,0.0
2020-10-02,1.43,27.63,0.0
2020-10-05,1.4,27.96,0.0
2020-10-06,1.38,29.48,0.0
2020-10-07,1.36,28.06,0.0
2020-10-08,1.36,26.36,0.0
2020-10-09,1.35,25.0,0.0
2020-10-12,1.34,25.07,0.0
2020-10-13,1.33,26.07,0.0
2020-10-14,1.33,26.4,0.0
2020-10-15,1.34,26.97,0.0
2020-10-16,1.33,27.41,0.0
2020-10-19,1.32,29.18,0.0
2020-10-20,1.32,29.35,0.0
2020-10-21,1.31,28.65,0.0
2020-10-22,1.31,28.11,0.0
2020-10-23,1.3,27.55,0.0
2020-10-26,1.3,32.46,0.0
2020-10-27,1.3,33.35,0.0
2020-10-28,1.32,40.28,0.0
2020-10-29,1.33,37.59,0.0
2020-10-30,1.33,38.02,0.0
2020-11-02,1.33,37.13,0.0
2020-11-03,1.32,35.55,0.0
2020-11-04,1.3,29.57,0.0
2020-11-05,1.27,27.58,0.0
2020-11-06,1.25,24.86,0.0
2020-11-09,1.19,25.75,0.0
2020-11-10,1.19,24.8,0.0
2020-11-11,1.18,23.45,0.0
2020-11-12,1.21,25.35,0.0
2020-11-13,1.21,23.1,0.0
2020-11-16,1.19,22.45,0.0
2020-11-17,1.19,22.71,0.0
2020-11-18,1.17,23.84,0.0
2020-11-19,1.16,23.11,0.0
2020-11-20,1.16,23.7,0.0
2020-11-23,1.16,22.66,0.0
2020-11-24,1.15,21.64,0.0
2020-11-25,1.14,21.25,0.0
2020-11-26,1.14,21.25,0.0
2020-11-27,1.13,20.84,0.0
2020-11-30,1.12,20.57,0.0
2020-12-01,1.09,20.77,0.0
2020-12-02,1.08,21.17,0.0
2020-12-03,1.07,21.28,0.0
2020-12-04,1.07,20.79,0.0
2020-12-07,1.07,21.3,0.0
2020-12-08,1.08,20.68,0.0
2020-12-09,1.1,22.27,0.0
2020-12-10,1.11,22.52,0.0
2020-12-11,1.11,23.31,0.0
2020-12-14,1.11,24.72,0.0
2020-12-15,1.1,22.89,0.0
2020-12-16,1.08,22.5,0.0
2020-12-17,1.07,21.93,0.0
2020-12-18,1.07,21.57,0.0
2020-12-21,1.07,25.16,0.0
2020-12-22,1.07,24.23,0.0
2020-12-23,1.07,23.31,0.0
2020-12-24,1.06,21.53,0.0
2020-12-25,1.06,21.53,0.0
2020-12-28,1.05,21.7,0.0
2020-12-29,1.05,23.08,0.0
2020-12-30,1.03,22.77,0.0
2020-12-31,1.03,22.75,0.0
2021-01-01,1.03,22.75,0.0
2021-01-04,1.04,26.97,0.0
2021-01-05,1.05,25.34,0.0
2021-01-06,1.04,25.07,0.0
2021-01-07,1.03,22.37,0.0
2021-01-08,1.02,21.56,0.0
2021-01-11,1.01,24.08,0.0
2021-01-12,1.01,23.33,0.0
2021-01-13,1.0,22.21,0.0
2021-01-14,0.99,23.25,0.0
2021-01-15,1.0,24.34,0.0
2021-01-18,0.99,24.34,0.0
