DATE,CreditSpread,VIX,USREC
2015-06-02,1.38,14.24,0.0
2015-06-03,1.38,13.66,0.0
2015-06-04,1.39,14.71,0.0
2015-06-05,1.38,14.21,0.0
2015-06-08,1.38,15.29,0.0
2015-06-09,1.39,14.47,0.0
2015-06-10,1.4,13.22,0.0
2015-06-11,1.4,12.85,0.0
2015-06-12,1.4,13.78,0.0
2015-06-15,1.42,15.39,0.0
2015-06-16,1.43,14.81,0.0
2015-06-17,1.43,14.5,0.0
2015-06-18,1.44,13.19,0.0
2015-06-19,1.44,13.96,0.0
2015-06-22,1.43,12.74,0.0
2015-06-23,1.43,12.11,0.0
2015-06-24,1.44,13.26,0.0
2015-06-25,1.44,14.01,0.0
2015-06-26,1.43,14.02,0.0
2015-06-29,1.46,18.85,0.0
2015-06-30,1.48,18.23,0.0
2015-07-01,1.46,16.09,0.0
2015-07-02,1.46,16.79,0.0
2015-07-03,1.46,16.79,0.0
2015-07-06,1.47,17.01,0.0
2015-07-07,1.49,16.09,0.0
2015-07-08,1.5,19.66,0.0
2015-07-09,1.5,19.97,0.0
2015-07-10,1.49,16.83,0.0
2015-07-13,1.48,13.9,0.0
2015-07-14,1.49,13.37,0.0
2015-07-15,1.5,13.23,0.0
2015-07-16,1.5,12.11,0.0
2015-07-17,1.5,11.95,0.0
2015-07-20,1.5,12.25,0.0
2015-07-21,1.51,12.22,0.0
2015-07-22,1.52,12.12,0.0
2015-07-23,1.53,12.64,0.0
2015-07-24,1.54,13.74,0.0
2015-07-27,1.55,15.6,0.0
2015-07-28,1.56,13.44,0.0
2015-07-29,1.56,12.5,0.0
2015-07-30,1.56,12.13,0.0
2015-07-31,1.58,12.12,0.0
2015-08-03,1.58,12.56,0.0
2015-08-04,1.58,13.0,0.0
2015-08-05,1.58,12.51,0.0
2015-08-06,1.59,13.77,0.0
2015-08-07,1.6,13.39,0.0
2015-08-10,1.61,12.23,0.0
2015-08-11,1.62,13.71,0.0
2015-08-12,1.64,13.61,0.0
2015-08-13,1.64,13.49,0.0
2015-08-14,1.64,12.83,0.0
2015-08-17,1.64,13.02,0.0
2015-08-18,1.64,13.79,0.0
2015-08-19,1.66,15.25,0.0
2015-08-20,1.67,19.14,0.0
2015-08-21,1.69,28.03,0.0
2015-08-24,1.72,40.74,0.0
2015-08-25,1.72,36.02,0.0
2015-08-26,1.72,30.32,0.0
2015-08-27,1.7,26.1,0.0
2015-08-28,1.69,26.05,0.0
2015-08-31,1.69,28.43,0.0
2015-09-01,1.7,31.4,0.0
2015-09-02,1.69,26.09,0.0
2015-09-03,1.68,25.61,0.0
2015-09-04,1.68,27.8,0.0
2015-09-07,1.68,27.8,0.0
2015-09-08,1.67,24.9,0.0
2015-09-09,1.67,26.23,0.0
2015-09-10,1.67,24.37,0.0
2015-09-11,1.67,23.2,0.0
2015-09-14,1.67,24.25,0.0
2015-09-15,1.66,22.54,0.0
2015-09-16,1.66,21.35,0.0
2015-09-17,1.66,21.14,0.0
2015-09-18,1.66,22.28,0.0
2015-09-21,1.66,20.14,0.0
2015-09-22,1.67,22.44,0.0
2015-09-23,1.68,22.13,0.0
2015-09-24,1.7,23.47,0.0
2015-09-25,1.7,23.62,0.0
2015-09-28,1.74,27.63,0.0
2015-09-29,1.77,26.83,0.0
2015-09-30,1.78,24.5,0.0
2015-10-01,1.79,22.55,0.0
2015-10-02,1.8,20.94,0.0
2015-10-05,1.78,19.54,0.0
2015-10-06,1.77,19.4,0.0
2015-10-07,1.75,18.4,0.0
2015-10-08,1.74,17.42,0.0
2015-10-09,1.73,17.08,0.0
2015-10-12,1.73,16.17,0.0
2015-10-13,1.73,17.67,0.0
2015-10-14,1.74,18.03,0.0
2015-10-15,1.73,16.05,0.0
2015-10-16,1.72,15.05,0.0
2015-10-19,1.72,14.98,0.0
2015-10-20,1.71,15.75,0.0
2015-10-21,1.7,16.7,0.0
2015-10-22,1.69,14.45,0.0
2015-10-23,1.67,14.46,0.0
2015-10-26,1.66,15.29,0.0
2015-10-27,1.67,15.43,0.0
2015-10-28,1.66,14.33,0.0
2015-10-29,1.65,14.61,0.0
2015-10-30,1.65,15.07,0.0
2015-11-02,1.65,14.15,0.0
2015-11-03,1.64,14.54,0.0
2015-11-04,1.63,15.51,0.0
2015-11-05,1.62,15.05,0.0
2015-11-06,1.61,14.33,0.0
2015-11-09,1.61,16.52,0.0
2015-11-10,1.61,15.29,0.0
2015-11-11,1.61,16.06,0.0
2015-11-12,1.62,18.37,0.0
2015-11-13,1.63,20.08,0.0
2015-11-16,1.63,18.16,0.0
2015-11-17,1.62,18.84,0.0
2015-11-18,1.63,16.85,0.0
2015-11-19,1.62,16.99,0.0
2015-11-20,1.62,15.47,0.0
2015-11-23,1.62,15.62,0.0
2015-11-24,1.63,15.93,0.0
2015-11-25,1.63,15.19,0.0
2015-11-26,1.63,15.19,0.0
2015-11-27,1.63,15.12,0.0
2015-11-30,1.62,16.13,0.0
2015-12-01,1.62,14.67,0.0
2015-12-02,1.63,15.91,0.0
2015-12-03,1.62,18.11,0.0
2015-12-04,1.62,14.81,0.0
2015-12-07,1.63,15.84,0.0
2015-12-08,1.65,17.6,0.0
2015-12-09,1.66,19.61,0.0
2015-12-10,1.67,19.34,0.0
2015-12-11,1.71,24.39,0.0
2015-12-14,1.74,22.73,0.0
2015-12-15,1.74,20.95,0.0
2015-12-16,1.73,17.86,0.0
2015-12-17,1.73,18.94,0.0
2015-12-18,1.74,20.7,0.0
2015-12-21,1.75,18.7,0.0
2015-12-22,1.74,16.6,0.0
2015-12-23,1.74,15.57,0.0
2015-12-24,1.74,15.74,0.0
2015-12-25,1.74,15.74,0.0
2015-12-28,1.74,16.91,0.0
2015-12-29,1.73,16.08,0.0
2015-12-30,1.72,17.29,0.0
2015-12-31,1.73,18.21,0.0
2016-01-01,1.73,18.21,0.0
2016-01-04,1.73,20.7,0.0
2016-01-05,1.73,19.34,0.0
2016-01-06,1.74,20.59,0.0
2016-01-07,1.75,24.99,0.0
2016-01-08,1.77,27.01,0.0
2016-01-11,1.78,24.3,0.0
2016-01-12,1.8,22.47,0.0
2016-01-13,1.8,25.22,0.0
2016-01-14,1.84,23.95,0.0
2016-01-15,1.89,27.02,0.0
2016-01-18,1.89,27.02,0.0
2016-01-19,1.91,26.05,0.0
2016-01-20,1.98,27.59,0.0
2016-01-21,1.98,26.69,0.0
2016-01-22,1.96,22.34,0.0
2016-01-25,1.98,24.15,0.0
2016-01-26,1.99,22.5,0.0
2016-01-27,2.0,23.11,0.0
2016-01-28,2.01,22.42,0.0
2016-01-29,2.02,20.2,0.0
2016-02-01,2.02,19.98,0.0
2016-02-02,2.06,21.98,0.0
2016-02-03,2.08,21.65,0.0
2016-02-04,2.08,21.84,0.0
2016-02-05,2.09,23.38,0.0
2016-02-08,2.13,26.0,0.0
2016-02-09,2.15,26.54,0.0
2016-02-10,2.17,26.29,0.0
2016-02-11,2.21,28.14,0.0
2016-02-12,2.2,25.4,0.0
2016-02-15,2.2,25.4,0.0
2016-02-16,2.19,24.11,0.0
2016-02-17,2.17,22.31,0.0
2016-02-18,2.16,21.64,0.0
2016-02-19,2.15,20.53,0.0
2016-02-22,2.14,19.38,0.0
2016-02-23,2.14,20.98,0.0
2016-02-24,2.14,20.72,0.0
2016-02-25,2.14,19.11,0.0
2016-02-26,2.11,19.81,0.0
2016-02-29,2.05,20.55,0.0
2016-03-01,2.02,17.7,0.0
2016-03-02,1.99,17.09,0.0
2016-03-03,1.98,16.7,0.0
2016-03-04,1.95,16.86,0.0
2016-03-07,1.93,17.35,0.0
2016-03-08,1.93,18.67,0.0
2016-03-09,1.91,18.34,0.0
2016-03-10,1.88,18.05,0.0
2016-03-11,1.85,16.5,0.0
2016-03-14,1.81,16.92,0.0
2016-03-15,1.8,16.84,0.0
2016-03-16,1.8,14.99,0.0
2016-03-17,1.78,14.44,0.0
2016-03-18,1.76,14.02,0.0
2016-03-21,1.74,13.79,0.0
2016-03-22,1.72,14.17,0.0
2016-03-23,1.72,14.94,0.0
2016-03-24,1.73,14.74,0.0
2016-03-25,1.73,14.74,0.0
2016-03-28,1.73,15.24,0.0
2016-03-29,1.73,13.82,0.0
2016-03-30,1.72,13.56,0.0
2016-03-31,1.7,13.95,0.0
2016-04-01,1.69,13.1,0.0
2016-04-04,1.68,14.12,0.0
2016-04-05,1.69,15.42,0.0
2016-04-06,1.69,14.09,0.0
2016-04-07,1.7,16.16,0.0
2016-04-08,1.7,15.36,0.0
2016-04-11,1.69,16.26,0.0
2016-04-12,1.68,14.85,0.0
2016-04-13,1.66,13.84,0.0
2016-04-14,1.64,13.72,0.0
2016-04-15,1.64,13.62,0.0
2016-04-18,1.63,13.35,0.0
2016-04-19,1.61,13.24,0.0
2016-04-20,1.58,13.28,0.0
2016-04-21,1.56,13.95,0.0
2016-04-22,1.55,13.22,0.0
2016-04-25,1.54,14.08,0.0
2016-04-26,1.53,13.96,0.0
2016-04-27,1.53,13.77,0.0
2016-04-28,1.52,15.22,0.0
2016-04-29,1.52,15.7,0.0
2016-05-02,1.52,14.68,0.0
2016-05-03,1.53,15.6,0.0
2016-05-04,1.54,16.05,0.0
2016-05-05,1.55,15.91,0.0
2016-05-06,1.56,14.72,0.0
2016-05-09,1.56,14.57,0.0
2016-05-10,1.56,13.63,0.0
2016-05-11,1.57,14.69,0.0
2016-05-12,1.56,14.41,0.0
2016-05-13,1.57,15.04,0.0
2016-05-16,1.56,14.68,0.0
2016-05-17,1.56,15.57,0.0
2016-05-18,1.55,15.95,0.0
2016-05-19,1.56,16.33,0.0
2016-05-20,1.56,15.2,0.0
2016-05-23,1.56,15.82,0.0
2016-05-24,1.55,14.42,0.0
2016-05-25,1.55,13.9,0.0
2016-05-26,1.54,13.43,0.0
2016-05-27,1.54,13.12,0.0
2016-05-30,1.54,13.12,0.0
2016-05-31,1.54,14.19,0.0
2016-06-01,1.54,14.2,0.0
2016-06-02,1.54,13.63,0.0
2016-06-03,1.56,13.47,0.0
2016-06-06,1.55,13.65,0.0
2016-06-07,1.54,14.05,0.0
2016-06-08,1.54,14.08,0.0
2016-06-09,1.54,14.64,0.0
2016-06-10,1.56,17.03,0.0
2016-06-13,1.57,20.97,0.0
2016-06-14,1.59,20.5,0.0
2016-06-15,1.6,20.14,0.0
2016-06-16,1.61,19.37,0.0
2016-06-17,1.6,19.41,0.0
2016-06-20,1.58,18.37,0.0
2016-06-21,1.57,18.48,0.0
2016-06-22,1.56,21.17,0.0
2016-06-23,1.54,17.25,0.0
2016-06-24,1.61,25.76,0.0
2016-06-27,1.64,23.85,0.0
2016-06-28,1.63,18.75,0.0
2016-06-29,1.62,16.64,0.0
2016-06-30,1.62,15.63,0.0
2016-07-01,1.61,14.77,0.0
2016-07-04,1.61,14.77,0.0
2016-07-05,1.61,15.58,0.0
2016-07-06,1.6,14.96,0.0
2016-07-07,1.59,14.76,0.0
2016-07-08,1.57,13.2,0.0
2016-07-11,1.55,13.54,0.0
2016-07-12,1.52,13.55,0.0
2016-07-13,1.52,13.04,0.0
2016-07-14,1.5,12.82,0.0
2016-07-15,1.49,12.67,0.0
2016-07-18,1.49,12.44,0.0
2016-07-19,1.48,11.97,0.0
2016-07-20,1.48,11.77,0.0
2016-07-21,1.48,12.74,0.0
2016-07-22,1.47,12.02,0.0
2016-07-25,1.46,12.87,0.0
2016-07-26,1.47,13.05,0.0
2016-07-27,1.48,12.83,0.0
2016-07-28,1.49,12.72,0.0
2016-07-29,1.5,11.87,0.0
2016-08-01,1.5,12.44,0.0
2016-08-02,1.5,13.37,0.0
2016-08-03,1.51,12.86,0.0
2016-08-04,1.51,12.42,0.0
2016-08-05,1.49,11.39,0.0
2016-08-08,1.47,11.5,0.0
2016-08-09,1.47,11.66,0.0
2016-08-10,1.46,12.05,0.0
2016-08-11,1.45,11.68,0.0
2016-08-12,1.45,11.55,0.0
2016-08-15,1.44,11.81,0.0
2016-08-16,1.43,12.64,0.0
2016-08-17,1.42,12.19,0.0
2016-08-18,1.42,11.43,0.0
2016-08-19,1.4,11.34,0.0
2016-08-22,1.41,12.27,0.0
2016-08-23,1.4,12.38,0.0
2016-08-24,1.4,13.45,0.0
2016-08-25,1.39,13.63,0.0
2016-08-26,1.38,13.65,0.0
2016-08-29,1.38,12.94,0.0
2016-08-30,1.38,13.12,0.0
2016-08-31,1.39,13.42,0.0
2016-09-01,1.39,13.48,0.0
2016-09-02,1.39,11.98,0.0
2016-09-05,1.39,11.98,0.0
2016-09-06,1.4,12.02,0.0
2016-09-07,1.4,11.94,0.0
2016-09-08,1.4,12.51,0.0
2016-09-09,1.4,17.5,0.0
2016-09-12,1.42,15.16,0.0
2016-09-13,1.42,17.85,0.0
2016-09-14,1.43,18.14,0.0
2016-09-15,1.43,16.3,0.0
2016-09-16,1.43,15.37,0.0
2016-09-19,1.42,15.53,0.0
2016-09-20,1.42,15.92,0.0
2016-09-21,1.42,13.3,0.0
2016-09-22,1.41,12.02,0.0
2016-09-23,1.41,12.29,0.0
2016-09-26,1.42,14.5,0.0
2016-09-27,1.43,13.1,0.0
2016-09-28,1.43,12.39,0.0
2016-09-29,1.43,14.02,0.0
2016-09-30,1.43,13.29,0.0
2016-10-03,1.42,13.57,0.0
2016-10-04,1.41,13.63,0.0
2016-10-05,1.4,12.99,0.0
2016-10-06,1.39,12.84,0.0
2016-10-07,1.38,13.48,0.0
2016-10-10,1.38,13.38,0.0
2016-10-11,1.37,15.36,0.0
2016-10-12,1.37,15.91,0.0
2016-10-13,1.37,16.69,0.0
2016-10-14,1.36,16.12,0.0
2016-10-17,1.37,16.21,0.0
2016-10-18,1.36,15.28,0.0
2016-10-19,1.35,14.41,0.0
2016-10-20,1.35,13.75,0.0
2016-10-21,1.35,13.34,0.0
2016-10-24,1.35,13.02,0.0
2016-10-25,1.35,13.46,0.0
2016-10-26,1.36,14.24,0.0
2016-10-27,1.36,15.36,0.0
2016-10-28,1.37,16.19,0.0
2016-10-31,1.38,17.06,0.0
2016-11-01,1.39,18.56,0.0
2016-11-02,1.4,19.32,0.0
2016-11-03,1.41,22.08,0.0
2016-11-04,1.41,22.51,0.0
2016-11-07,1.4,18.71,0.0
2016-11-08,1.39,18.74,0.0
2016-11-09,1.37,14.38,0.0
2016-11-10,1.36,14.74,0.0
2016-11-11,1.36,14.17,0.0
2016-11-14,1.36,14.48,0.0
2016-11-15,1.35,13.37,0.0
2016-11-16,1.35,13.72,0.0
2016-11-17,1.35,13.35,0.0
2016-11-18,1.36,12.85,0.0
2016-11-21,1.36,12.42,0.0
2016-11-22,1.37,12.41,0.0
2016-11-23,1.36,12.43,0.0
2016-11-24,1.36,12.43,0.0
2016-11-25,1.36,12.34,0.0
2016-11-28,1.36,13.15,0.0
2016-11-29,1.36,12.9,0.0
2016-11-30,1.36,13.33,0.0
2016-12-01,1.35,14.07,0.0
2016-12-02,1.35,14.12,0.0
2016-12-05,1.35,12.14,0.0
2016-12-06,1.34,11.79,0.0
2016-12-07,1.34,12.22,0.0
2016-12-08,1.33,12.64,0.0
2016-12-09,1.33,11.75,0.0
2016-12-12,1.32,12.64,0.0
2016-12-13,1.31,12.72,0.0
2016-12-14,1.3,13.19,0.0
2016-12-15,1.3,12.79,0.0
2016-12-16,1.3,12.2,0.0
2016-12-19,1.3,11.71,0.0
2016-12-20,1.29,11.45,0.0
2016-12-21,1.29,11.27,0.0
2016-12-22,1.29,11.43,0.0
2016-12-23,1.29,11.44,0.0
2016-12-26,1.29,11.44,0.0
2016-12-27,1.28,11.99,0.0
2016-12-28,1.28,12.95,0.0
2016-12-29,1.28,13.37,0.0
2016-12-30,1.29,14.04,0.0
2017-01-02,1.29,14.04,0.0
2017-01-03,1.28,12.85,0.0
2017-01-04,1.28,11.85,0.0
2017-01-05,1.29,11.67,0.0
2017-01-06,1.28,11.32,0.0
2017-01-09,1.29,11.56,0.0
2017-01-10,1.29,11.49,0.0
2017-01-11,1.29,11.26,0.0
2017-01-12,1.29,11.54,0.0
2017-01-13,1.28,11.23,0.0
2017-01-16,1.28,11.23,0.0
2017-01-17,1.28,11.87,0.0
2017-01-18,1.29,12.48,0.0
2017-01-19,1.28,12.78,0.0
2017-01-20,1.28,11.54,0.0
2017-01-23,1.28,11.77,0.0
2017-01-24,1.27,11.07,0.0
2017-01-25,1.27,10.81,0.0
2017-01-26,1.26,10.63,0.0
2017-01-27,1.26,10.58,0.0
2017-01-30,1.26,11.88,0.0
2017-01-31,1.28,11.99,0.0
2017-02-01,1.28,11.81,0.0
2017-02-02,1.28,11.93,0.0
2017-02-03,1.27,10.97,0.0
2017-02-06,1.27,11.37,0.0
2017-02-07,1.28,11.29,0.0
2017-02-08,1.28,11.45,0.0
2017-02-09,1.28,10.88,0.0
2017-02-10,1.27,10.85,0.0
2017-02-13,1.26,11.07,0.0
2017-02-14,1.24,10.74,0.0
2017-02-15,1.23,11.97,0.0
2017-02-16,1.24,11.76,0.0
2017-02-17,1.24,11.49,0.0
2017-02-20,1.24,11.49,0.0
2017-02-21,1.24,11.57,0.0
2017-02-22,1.23,11.74,0.0
2017-02-23,1.23,11.71,0.0
2017-02-24,1.23,11.47,0.0
2017-02-27,1.22,12.09,0.0
2017-02-28,1.21,12.92,0.0
2017-03-01,1.19,12.54,0.0
2017-03-02,1.18,11.81,0.0
2017-03-03,1.18,10.96,0.0
2017-03-06,1.18,11.24,0.0
2017-03-07,1.19,11.45,0.0
2017-03-08,1.19,11.86,0.0
2017-03-09,1.21,12.3,0.0
2017-03-10,1.21,11.66,0.0
2017-03-13,1.21,11.35,0.0
2017-03-14,1.22,12.3,0.0
2017-03-15,1.23,11.63,0.0
2017-03-16,1.22,11.21,0.0
2017-03-17,1.22,11.28,0.0
2017-03-20,1.22,11.34,0.0
2017-03-21,1.22,12.47,0.0
2017-03-22,1.23,12.81,0.0
2017-03-23,1.23,13.12,0.0
2017-03-24,1.23,12.96,0.0
2017-03-27,1.23,12.5,0.0
2017-03-28,1.22,11.53,0.0
2017-03-29,1.22,11.42,0.0
2017-03-30,1.22,11.54,0.0
2017-03-31,1.24,12.37,0.0
2017-04-03,1.24,12.38,0.0
2017-04-04,1.24,11.79,0.0
2017-04-05,1.24,12.89,0.0
2017-04-06,1.24,12.39,0.0
2017-04-07,1.23,12.87,0.0
2017-04-10,1.23,14.05,0.0
2017-04-11,1.24,15.07,0.0
2017-04-12,1.24,15.77,0.0
2017-04-13,1.25,15.96,0.0
2017-04-14,1.25,15.96,0.0
2017-04-17,1.24,14.66,0.0
2017-04-18,1.25,14.42,0.0
2017-04-19,1.25,14.93,0.0
2017-04-20,1.25,14.15,0.0
2017-04-21,1.25,14.63,0.0
2017-04-24,1.24,10.84,0.0
2017-04-25,1.23,10.76,0.0
2017-04-26,1.23,10.85,0.0
2017-04-27,1.22,10.36,0.0
2017-04-28,1.22,10.82,0.0
2017-05-01,1.23,10.11,0.0
2017-05-02,1.22,10.59,0.0
2017-05-03,1.22,10.68,0.0
2017-05-04,1.21,10.46,0.0
2017-05-05,1.21,10.57,0.0
2017-05-08,1.2,9.77,0.0
2017-05-09,1.19,9.96,0.0
2017-05-10,1.19,10.21,0.0
2017-05-11,1.18,10.6,0.0
2017-05-12,1.18,10.4,0.0
2017-05-15,1.17,10.42,0.0
2017-05-16,1.17,10.65,0.0
2017-05-17,1.18,15.59,0.0
2017-05-18,1.19,14.66,0.0
2017-05-19,1.18,12.04,0.0
2017-05-22,1.18,10.93,0.0
2017-05-23,1.17,10.72,0.0
2017-05-24,1.18,10.02,0.0
2017-05-25,1.18,9.99,0.0
2017-05-26,1.18,9.81,0.0
2017-05-29,1.17,9.81,0.0
2017-05-30,1.18,10.38,0.0
2017-05-31,1.19,10.41,0.0
2017-06-01,1.19,9.89,0.0
2017-06-02,1.19,9.75,0.0
2017-06-05,1.19,10.07,0.0
2017-06-06,1.19,10.45,0.0
2017-06-07,1.19,10.39,0.0
2017-06-08,1.19,10.16,0.0
2017-06-09,1.19,10.7,0.0
2017-06-12,1.18,11.46,0.0
2017-06-13,1.18,10.42,0.0
2017-06-14,1.18,10.64,0.0
2017-06-15,1.18,10.9,0.0
2017-06-16,1.18,10.38,0.0
2017-06-19,1.17,10.37,0.0
2017-06-20,1.17,10.86,0.0
2017-06-21,1.17,10.75,0.0
2017-06-22,1.18,10.48,0.0
2017-06-23,1.18,10.02,0.0
2017-06-26,1.17,9.9,0.0
2017-06-27,1.16,11.06,0.0
2017-06-28,1.16,10.03,0.0
2017-06-29,1.15,11.44,0.0
2017-06-30,1.15,11.18,0.0
2017-07-03,1.14,11.22,0.0
2017-07-04,1.14,11.22,0.0
2017-07-05,1.14,11.07,0.0
2017-07-06,1.13,12.54,0.0
2017-07-07,1.12,11.19,0.0
2017-07-10,1.12,11.11,0.0
2017-07-11,1.12,10.89,0.0
2017-07-12,1.12,10.3,0.0
2017-07-13,1.11,9.9,0.0
2017-07-14,1.11,9.51,0.0
2017-07-17,1.1,9.82,0.0
2017-07-18,1.1,9.89,0.0
2017-07-19,1.1,9.79,0.0
2017-07-20,1.1,9.58,0.0
2017-07-21,1.1,9.36,0.0
2017-07-24,1.09,9.43,0.0
2017-07-25,1.08,9.43,0.0
2017-07-26,1.08,9.6,0.0
2017-07-27,1.08,10.11,0.0
2017-07-28,1.08,10.29,0.0
2017-07-31,1.09,10.26,0.0
2017-08-01,1.08,10.09,0.0
2017-08-02,1.08,10.28,0.0
2017-08-03,1.09,10.44,0.0
2017-08-04,1.09,10.03,0.0
2017-08-07,1.1,9.93,0.0
2017-08-08,1.1,10.96,0.0
2017-08-09,1.12,11.11,0.0
2017-08-10,1.14,16.04,0.0
2017-08-11,1.16,15.51,0.0
2017-08-14,1.15,12.33,0.0
2017-08-15,1.14,12.04,0.0
2017-08-16,1.14,11.74,0.0
2017-08-17,1.14,15.55,0.0
2017-08-18,1.15,14.26,0.0
2017-08-21,1.15,13.19,0.0
2017-08-22,1.15,11.35,0.0
2017-08-23,1.15,12.25,0.0
2017-08-24,1.15,12.23,0.0
2017-08-25,1.14,11.28,0.0
2017-08-28,1.14,11.32,0.0
2017-08-29,1.15,11.7,0.0
2017-08-30,1.15,11.22,0.0
2017-08-31,1.16,10.59,0.0
2017-09-01,1.15,10.13,0.0
2017-09-04,1.15,10.13,0.0
2017-09-05,1.16,12.23,0.0
2017-09-06,1.16,11.63,0.0
2017-09-07,1.17,11.55,0.0
2017-09-08,1.17,12.12,0.0
2017-09-11,1.17,10.73,0.0
2017-09-12,1.16,10.58,0.0
2017-09-13,1.15,10.5,0.0
2017-09-14,1.15,10.44,0.0
2017-09-15,1.14,10.17,0.0
2017-09-18,1.13,10.15,0.0
2017-09-19,1.12,10.18,0.0
2017-09-20,1.11,9.78,0.0
2017-09-21,1.11,9.67,0.0
2017-09-22,1.11,9.59,0.0
2017-09-25,1.11,10.21,0.0
2017-09-26,1.1,10.17,0.0
2017-09-27,1.09,9.87,0.0
2017-09-28,1.08,9.55,0.0
2017-09-29,1.06,9.51,0.0
2017-10-02,1.06,9.45,0.0
2017-10-03,1.05,9.51,0.0
2017-10-04,1.04,9.63,0.0
2017-10-05,1.04,9.19,0.0
2017-10-06,1.04,9.65,0.0
2017-10-09,1.03,10.33,0.0
2017-10-10,1.03,10.08,0.0
2017-10-11,1.03,9.85,0.0
2017-10-12,1.03,9.91,0.0
2017-10-13,1.04,9.61,0.0
2017-10-16,1.03,9.91,0.0
2017-10-17,1.03,10.31,0.0
2017-10-18,1.02,10.07,0.0
2017-10-19,1.02,10.05,0.0
2017-10-20,1.01,9.97,0.0
2017-10-23,1.01,11.07,0.0
2017-10-24,1.0,11.16,0.0
2017-10-25,1.0,11.23,0.0
2017-10-26,1.0,11.3,0.0
2017-10-27,1.0,9.8,0.0
2017-10-30,1.0,10.5,0.0
2017-10-31,1.01,10.18,0.0
2017-11-01,1.01,10.2,0.0
2017-11-02,1.02,9.93,0.0
2017-11-03,1.02,9.14,0.0
2017-11-06,1.03,9.4,0.0
2017-11-07,1.04,9.89,0.0
2017-11-08,1.04,9.78,0.0
2017-11-09,1.05,10.5,0.0
2017-11-10,1.06,11.29,0.0
2017-11-13,1.05,11.5,0.0
2017-11-14,1.06,11.59,0.0
2017-11-15,1.08,13.13,0.0
2017-11-16,1.07,11.76,0.0
2017-11-17,1.06,11.43,0.0
2017-11-20,1.06,10.65,0.0
2017-11-21,1.05,9.73,0.0
2017-11-22,1.05,9.88,0.0
2017-11-23,1.05,9.88,0.0
2017-11-24,1.04,9.67,0.0
2017-11-27,1.04,9.87,0.0
2017-11-28,1.04,10.03,0.0
2017-11-29,1.03,10.7,0.0
2017-11-30,1.03,11.28,0.0
2017-12-01,1.03,11.43,0.0
2017-12-04,1.02,11.68,0.0
2017-12-05,1.02,11.33,0.0
2017-12-06,1.02,11.02,0.0
2017-12-07,1.02,10.16,0.0
2017-12-08,1.02,9.58,0.0
2017-12-11,1.02,9.34,0.0
2017-12-12,1.01,9.92,0.0
2017-12-13,1.01,10.18,0.0
2017-12-14,1.01,10.49,0.0
2017-12-15,1.0,9.42,0.0
2017-12-18,1.0,9.53,0.0
2017-12-19,0.99,10.03,0.0
2017-12-20,0.99,9.72,0.0
2017-12-21,0.99,9.62,0.0
2017-12-22,0.99,9.9,0.0
2017-12-25,0.99,9.9,0.0
2017-12-26,0.99,10.25,0.0
2017-12-27,0.99,10.47,0.0
2017-12-28,0.98,10.18,0.0
2017-12-29,0.98,11.04,0.0
2018-01-01,0.98,11.04,0.0
2018-01-02,0.98,9.77,0.0
2018-01-03,0.99,9.15,0.0
2018-01-04,0.98,9.22,0.0
2018-01-05,0.98,9.22,0.0
2018-01-08,0.97,9.52,0.0
2018-01-09,0.96,10.08,0.0
2018-01-10,0.95,9.82,0.0
2018-01-11,0.95,9.88,0.0
2018-01-12,0.95,10.16,0.0
2018-01-15,0.94,10.16,0.0
2018-01-16,0.94,11.66,0.0
2018-01-17,0.94,11.91,0.0
2018-01-18,0.94,12.22,0.0
2018-01-19,0.95,11.27,0.0
2018-01-22,0.94,11.03,0.0
2018-01-23,0.94,11.1,0.0
2018-01-24,0.94,11.47,0.0
2018-01-25,0.93,11.58,0.0
2018-01-26,0.92,11.08,0.0
2018-01-29,0.92,13.84,0.0
2018-01-30,0.91,14.79,0.0
2018-01-31,0.91,13.54,0.0
2018-02-01,0.9,13.47,0.0
2018-02-02,0.9,17.31,0.0
2018-02-05,0.91,37.32,0.0
2018-02-06,0.93,29.98,0.0
2018-02-07,0.92,27.73,0.0
2018-02-08,0.93,33.46,0.0
2018-02-09,0.97,29.06,0.0
2018-02-12,0.97,25.61,0.0
2018-02-13,1.0,24.97,0.0
2018-02-14,0.99,19.26,0.0
2018-02-15,0.98,19.13,0.0
2018-02-16,0.98,19.46,0.0
2018-02-19,0.98,19.46,0.0
2018-02-20,0.98,20.6,0.0
2018-02-21,0.98,20.02,0.0
2018-02-22,0.99,18.72,0.0
2018-02-23,1.0,16.49,0.0
2018-02-26,1.0,15.8,0.0
2018-02-27,1.0,18.59,0.0
2018-02-28,1.01,19.85,0.0
2018-03-01,1.04,22.47,0.0
2018-03-02,1.05,19.59,0.0
2018-03-05,1.05,18.73,0.0
2018-03-06,1.04,18.36,0.0
2018-03-07,1.05,17.76,0.0
2018-03-08,1.05,16.54,0.0
2018-03-09,1.06,14.64,0.0
2018-03-12,1.07,15.78,0.0
2018-03-13,1.08,16.35,0.0
2018-03-14,1.09,17.23,0.0
2018-03-15,1.1,16.59,0.0
2018-03-16,1.1,15.8,0.0
2018-03-19,1.1,19.02,0.0
2018-03-20,1.11,18.2,0.0
2018-03-21,1.11,17.86,0.0
2018-03-22,1.14,23.34,0.0
2018-03-23,1.15,24.87,0.0
2018-03-26,1.16,21.03,0.0
